grp1,grp1_size,grp2,grp2_size,p-value,chi-squared test
M_tradesman-craftsman_Long,43,25-34_self-employed_Long,38,0.4263800266314012,0.06342373658687715
M_tradesman-craftsman_Long,43,35-44_academic-educator_Long,43,0.7437242744852945,1.0
M_tradesman-craftsman_Long,43,25-34_technician-engineer_Comedy,42,0.8281962414017677,0.6086160716537085
M_tradesman-craftsman_Long,43,18-24_Long_Action,44,0.6868301048325326,1.0
M_tradesman-craftsman_Long,43,18-24_Long_Sci-Fi,46,0.6853031495791924,1.0
M_tradesman-craftsman_Long,43,25-34_Long_Crime,41,0.9721051084138068,0.6086160716537085
M_tradesman-craftsman_Long,43,25-34_Long_Thriller,40,0.7062621357491582,0.06342373658687715
M_tradesman-craftsman_Long,43,35-44_Long_Comedy,45,0.9504892951333452,0.6090039603923023
M_tradesman-craftsman_Long,43,college-grad student_Long_Comedy,47,0.8259774162781638,0.4320130245507217
M_tradesman-craftsman_Long,43,other_Long_Action,40,0.8877812454331742,0.3567270230549964
M_tradesman-craftsman_Long,43,other_Long_Drama,47,0.9745124083048248,0.2055814293112194
M_tradesman-craftsman_Long,43,technician-engineer_Long_Comedy,49,0.8175112164929408,0.3167611986132855
M_tradesman-craftsman_Long,43,technician-engineer_Long_Drama,41,0.7492024592864619,0.6086160716537085
M_tradesman-craftsman_Long,43,F_18-24_college-grad student_Long,50,0.4446943801257397,0.5520433309144819
M_tradesman-craftsman_Long,43,M_18-24_tradesman-craftsman_Long,43,0.4999999999999999,1.0
M_tradesman-craftsman_Long,43,M_25-34_scientist_Long,50,0.5076303239824231,0.20110647020074096
M_tradesman-craftsman_Long,43,M_25-34_self-employed_Long,38,0.4263800266314012,0.06342373658687715
M_tradesman-craftsman_Long,43,M_35-44_executive-managerial_Long,48,0.3385795933487024,1.0
M_tradesman-craftsman_Long,43,M_25-34_other_Comedy,50,0.717458576754668,0.09558070454562936
M_tradesman-craftsman_Long,43,M_25-34_technician-engineer_Comedy,42,0.8281962414017677,0.6086160716537085
M_tradesman-craftsman_Long,43,M_18-24_Long_Drama,47,0.5309428903765787,0.7116566123362208
M_tradesman-craftsman_Long,43,M_25-34_Long_Children's,51,0.8955721903216587,0.2349660222469978
M_tradesman-craftsman_Long,43,M_25-34_Long_Crime,38,0.9719760820433948,0.11469949411832325
M_tradesman-craftsman_Long,43,M_35-44_Long_Drama,47,0.5746671520161029,0.4320130245507217
M_tradesman-craftsman_Long,43,M_college-grad student_Long_Comedy,39,0.5587161617886873,0.11469949411832325
M_tradesman-craftsman_Long,43,M_other_Long_Drama,38,0.9363667615523348,0.11469949411832325
M_tradesman-craftsman_Long,43,M_technician-engineer_Long_Comedy,49,0.8175112164929408,0.3167611986132855
M_tradesman-craftsman_Long,43,M_technician-engineer_Long_Drama,41,0.7492024592864619,0.6086160716537085
M_tradesman-craftsman_Long,43,25-34_technician-engineer_Long_Comedy,42,0.8281962414017677,0.6086160716537085
M_tradesman-craftsman_Long,43,M_25-34_other_Long_Comedy,50,0.717458576754668,0.09558070454562936
M_tradesman-craftsman_Long,43,M_25-34_technician-engineer_Long_Comedy,42,0.8281962414017677,0.6086160716537085
M_unemployed_Long,50,<18,55,0.4762049841794277,0.06873636769896824
M_unemployed_Long,50,unemployed,50,0.5,1.0
M_unemployed_Long,50,Animation,45,0.9740028159402936,0.8092433498507495
M_unemployed_Long,50,Fantasy,37,0.9957533135067468,0.8196614962832179
M_unemployed_Long,50,Western,39,0.9543766825142505,1.0
M_unemployed_Long,50,F_50-55,44,0.8239451939321922,0.6234062081347338
M_unemployed_Long,50,M_<18,47,0.3602940332813605,1.0
M_unemployed_Long,50,F_clerical-admin,54,0.3503001682446934,0.5100675275575345
M_unemployed_Long,50,M_sales-marketing,45,0.9970494309916452,0.19310514732687206
M_unemployed_Long,50,M_tradesman-craftsman,43,0.9050902807713384,0.4532547047537363
M_unemployed_Long,50,M_unemployed,50,0.5,1.0
M_unemployed_Long,50,M_writer,47,0.9998916968884216,0.0562096678311914
M_unemployed_Long,50,F_Action,39,0.9794957440446368,1.0
M_unemployed_Long,50,F_Adventure,32,0.9958079667071076,0.19452239535329127
M_unemployed_Long,50,F_Children's,40,0.9850714471146751,1.0
M_unemployed_Long,50,F_Sci-Fi,44,0.9779898464951018,0.4532547047537363
M_unemployed_Long,50,M_Musical,37,0.9754450309076624,0.6523560200667963
M_unemployed_Long,50,M_Romance,42,0.9988769887953364,0.6234062081347338
M_unemployed_Long,50,M_War,43,0.9883701680415444,0.4532547047537363
M_unemployed_Long,50,18-24_academic-educator,39,0.7487021984974416,0.5040358664525046
M_unemployed_Long,50,18-24_other,43,0.97451882297421,1.0
M_unemployed_Long,50,18-24_tradesman-craftsman,43,0.9050902807713384,0.4532547047537363
M_unemployed_Long,50,25-34_academic-educator,42,0.9941752048923884,0.6523560200667963
M_unemployed_Long,50,25-34_clerical-admin,45,0.1221453603575239,0.19452239535329127
M_unemployed_Long,50,25-34_self-employed,38,0.8583094360105621,0.8196614962832179
M_unemployed_Long,50,35-44_academic-educator,43,0.9757489961781192,0.6234062081347338
M_unemployed_Long,50,35-44_technician-engineer,35,0.9016560047628996,0.19452239535329127
M_unemployed_Long,50,<18_Long,55,0.4762049841794277,0.06873636769896824
M_unemployed_Long,50,18-24_Action,44,0.965196178968653,0.6234062081347338
M_unemployed_Long,50,18-24_Sci-Fi,46,0.966381396823212,0.30790611415386404
M_unemployed_Long,50,25-34_Animation,30,0.9998510793824928,0.08887585044058065
M_unemployed_Long,50,25-34_Crime,41,0.9992929337346488,0.8092433498507495
M_unemployed_Long,50,25-34_Musical,35,0.9754186371621816,0.3780368204360756
M_unemployed_Long,50,25-34_Thriller,40,0.966143694630068,0.8196614962832179
M_unemployed_Long,50,35-44_Action,36,0.9336160926463106,0.5040358664525046
M_unemployed_Long,50,35-44_Comedy,45,0.9985861922521038,0.19310514732687206
M_unemployed_Long,50,35-44_Sci-Fi,31,0.9731965179208644,0.13345578529974714
M_unemployed_Long,50,unemployed_Long,50,0.5,1.0
M_unemployed_Long,50,college-grad student_Action,33,0.9764460129295041,0.27523352407483115
M_unemployed_Long,50,college-grad student_Comedy,47,0.9892780183435541,0.1101978250051482
M_unemployed_Long,50,college-grad student_Sci-Fi,33,0.9205397721600512,0.19452239535329127
M_unemployed_Long,50,executive-managerial_Drama,40,0.5889681181133555,0.6523560200667963
M_unemployed_Long,50,other_Action,40,0.9936893188547644,1.0
M_unemployed_Long,50,other_Adventure,31,0.9926493374794504,0.13345578529974714
M_unemployed_Long,50,other_Children's,35,0.9778558527500596,0.5040358664525046
M_unemployed_Long,50,other_Drama,47,0.9995304502555308,0.0562096678311914
M_unemployed_Long,50,other_Sci-Fi,33,0.9953646916221968,0.27523352407483115
M_unemployed_Long,50,programmer_Comedy,32,0.9390571784187036,0.13345578529974714
M_unemployed_Long,50,technician-engineer_Comedy,49,0.9889186685090868,0.0562096678311914
M_unemployed_Long,50,technician-engineer_Drama,41,0.9754534758417668,0.8092433498507495
M_unemployed_Long,50,Long_Animation,45,0.9740028159402936,0.8092433498507495
M_unemployed_Long,50,Long_Fantasy,37,0.9957533135067468,0.8196614962832179
M_unemployed_Long,50,Long_Western,39,0.9543766825142505,1.0
M_unemployed_Long,50,F_18-24_academic-educator,39,0.7487021984974416,0.5040358664525046
M_unemployed_Long,50,F_18-24_college-grad student,50,0.8903732586992293,0.1101978250051482
M_unemployed_Long,50,M_18-24_other,40,0.954568475146655,0.6523560200667963
M_unemployed_Long,50,M_18-24_tradesman-craftsman,43,0.9050902807713384,0.4532547047537363
M_unemployed_Long,50,M_25-34_executive-managerial,34,0.6017142631875502,0.13345578529974714
M_unemployed_Long,50,M_25-34_self-employed,38,0.8583094360105621,0.8196614962832179
M_unemployed_Long,50,M_35-44_executive-managerial,48,0.8227570510688461,0.6234062081347338
M_unemployed_Long,50,M_35-44_technician-engineer,35,0.9016560047628996,0.19452239535329127
M_unemployed_Long,50,F_50-55_Long,44,0.8239451939321922,0.6234062081347338
M_unemployed_Long,50,M_<18_Long,47,0.3602940332813605,1.0
M_unemployed_Long,50,F_25-34_Comedy,36,0.9308512003568622,0.5040358664525046
M_unemployed_Long,50,M_18-24_Action,35,0.8900725009968147,0.27523352407483115
M_unemployed_Long,50,M_18-24_Drama,47,0.9231929538231942,0.19310514732687206
M_unemployed_Long,50,M_18-24_Sci-Fi,34,0.8976048489711903,0.19452239535329127
M_unemployed_Long,50,M_25-34_Crime,38,0.9991737819733859,1.0
M_unemployed_Long,50,M_25-34_Thriller,33,0.9367136184064616,0.08887585044058065
M_unemployed_Long,50,M_35-44_Comedy,36,0.9937471504743552,0.6523560200667963
M_unemployed_Long,50,M_35-44_Drama,47,0.9382236962645066,0.1101978250051482
M_unemployed_Long,50,F_clerical-admin_Long,54,0.3503001682446934,0.5100675275575345
M_unemployed_Long,50,M_sales-marketing_Long,45,0.9970494309916452,0.19310514732687206
M_unemployed_Long,50,M_tradesman-craftsman_Long,43,0.9050902807713384,0.4532547047537363
M_unemployed_Long,50,M_unemployed_Long,50,0.5,1.0
M_unemployed_Long,50,M_writer_Long,47,0.9998916968884216,0.0562096678311914
M_unemployed_Long,50,M_college-grad student_Action,31,0.973551367045026,0.13345578529974714
M_unemployed_Long,50,M_college-grad student_Comedy,39,0.9221617247016914,1.0
M_unemployed_Long,50,M_other_Action,34,0.9852720496744326,0.3780368204360756
M_unemployed_Long,50,M_other_Drama,38,0.9972092805954964,1.0
M_unemployed_Long,50,M_technician-engineer_Comedy,49,0.9889186685090868,0.0562096678311914
M_unemployed_Long,50,M_technician-engineer_Drama,41,0.9754534758417668,0.8092433498507495
M_unemployed_Long,50,F_Long_Action,39,0.9794957440446368,1.0
M_unemployed_Long,50,F_Long_Adventure,32,0.9958079667071076,0.19452239535329127
M_unemployed_Long,50,F_Long_Children's,40,0.9850714471146751,1.0
M_unemployed_Long,50,F_Long_Sci-Fi,44,0.9779898464951018,0.4532547047537363
M_unemployed_Long,50,M_Long_Musical,37,0.9754450309076624,0.6523560200667963
M_unemployed_Long,50,M_Long_Romance,42,0.9988769887953364,0.6234062081347338
M_unemployed_Long,50,M_Long_War,43,0.9883701680415444,0.4532547047537363
M_unemployed_Long,50,18-24_academic-educator_Long,39,0.7487021984974416,0.5040358664525046
M_unemployed_Long,50,18-24_other_Long,43,0.97451882297421,1.0
M_unemployed_Long,50,18-24_tradesman-craftsman_Long,43,0.9050902807713384,0.4532547047537363
M_unemployed_Long,50,25-34_academic-educator_Long,42,0.9941752048923884,0.6523560200667963
M_unemployed_Long,50,25-34_clerical-admin_Long,45,0.1221453603575239,0.19452239535329127
M_unemployed_Long,50,25-34_self-employed_Long,38,0.8583094360105621,0.8196614962832179
M_unemployed_Long,50,35-44_academic-educator_Long,43,0.9757489961781192,0.6234062081347338
M_unemployed_Long,50,35-44_technician-engineer_Long,35,0.9016560047628996,0.19452239535329127
M_unemployed_Long,50,18-24_college-grad student_Comedy,33,0.9453983345420808,0.19452239535329127
M_unemployed_Long,50,25-34_other_Action,33,0.8442426075635557,0.13345578529974714
M_unemployed_Long,50,25-34_other_Children's,34,0.9750532401452432,0.3780368204360756
M_unemployed_Long,50,25-34_other_Drama,34,0.9921984286236588,0.3780368204360756
M_unemployed_Long,50,25-34_technician-engineer_Comedy,42,0.9878910467966722,0.8092433498507495
M_unemployed_Long,50,25-34_technician-engineer_Drama,30,0.9656418010229524,0.08887585044058065
M_unemployed_Long,50,18-24_Long_Action,44,0.965196178968653,0.6234062081347338
M_unemployed_Long,50,18-24_Long_Sci-Fi,46,0.966381396823212,0.30790611415386404
M_unemployed_Long,50,25-34_Long_Animation,30,0.9998510793824928,0.08887585044058065
M_unemployed_Long,50,25-34_Long_Crime,41,0.9992929337346488,0.8092433498507495
M_unemployed_Long,50,25-34_Long_Musical,35,0.9754186371621816,0.3780368204360756
M_unemployed_Long,50,25-34_Long_Thriller,40,0.966143694630068,0.8196614962832179
M_unemployed_Long,50,35-44_Long_Action,36,0.9336160926463106,0.5040358664525046
M_unemployed_Long,50,35-44_Long_Comedy,45,0.9985861922521038,0.19310514732687206
M_unemployed_Long,50,35-44_Long_Sci-Fi,31,0.9731965179208644,0.13345578529974714
M_unemployed_Long,50,college-grad student_Long_Action,33,0.9764460129295041,0.27523352407483115
M_unemployed_Long,50,college-grad student_Long_Comedy,47,0.9892780183435541,0.1101978250051482
M_unemployed_Long,50,college-grad student_Long_Sci-Fi,33,0.9205397721600512,0.19452239535329127
M_unemployed_Long,50,executive-managerial_Long_Drama,40,0.5889681181133555,0.6523560200667963
M_unemployed_Long,50,other_Long_Action,40,0.9936893188547644,1.0
M_unemployed_Long,50,other_Long_Adventure,31,0.9926493374794504,0.13345578529974714
M_unemployed_Long,50,other_Long_Children's,35,0.9778558527500596,0.5040358664525046
M_unemployed_Long,50,other_Long_Drama,47,0.9995304502555308,0.0562096678311914
M_unemployed_Long,50,other_Long_Sci-Fi,33,0.9953646916221968,0.27523352407483115
M_unemployed_Long,50,programmer_Long_Comedy,32,0.9390571784187036,0.13345578529974714
M_unemployed_Long,50,technician-engineer_Long_Comedy,49,0.9889186685090868,0.0562096678311914
M_unemployed_Long,50,technician-engineer_Long_Drama,41,0.9754534758417668,0.8092433498507495
M_unemployed_Long,50,F_18-24_academic-educator_Long,39,0.7487021984974416,0.5040358664525046
M_unemployed_Long,50,F_18-24_college-grad student_Long,50,0.8903732586992293,0.1101978250051482
M_unemployed_Long,50,M_18-24_other_Long,40,0.954568475146655,0.6523560200667963
M_unemployed_Long,50,M_18-24_tradesman-craftsman_Long,43,0.9050902807713384,0.4532547047537363
M_unemployed_Long,50,M_25-34_executive-managerial_Long,34,0.6017142631875502,0.13345578529974714
M_unemployed_Long,50,M_25-34_self-employed_Long,38,0.8583094360105621,0.8196614962832179
M_unemployed_Long,50,M_35-44_executive-managerial_Long,48,0.8227570510688461,0.6234062081347338
M_unemployed_Long,50,M_35-44_technician-engineer_Long,35,0.9016560047628996,0.19452239535329127
M_unemployed_Long,50,M_25-34_other_Drama,30,0.9835588193006582,0.08887585044058065
M_unemployed_Long,50,M_25-34_technician-engineer_Comedy,42,0.9878910467966722,0.8092433498507495
M_unemployed_Long,50,M_25-34_technician-engineer_Drama,30,0.9656418010229524,0.08887585044058065
M_unemployed_Long,50,F_25-34_Long_Comedy,36,0.9308512003568622,0.5040358664525046
M_unemployed_Long,50,M_18-24_Long_Action,35,0.8900725009968147,0.27523352407483115
M_unemployed_Long,50,M_18-24_Long_Drama,47,0.9231929538231942,0.19310514732687206
M_unemployed_Long,50,M_18-24_Long_Sci-Fi,34,0.8976048489711903,0.19452239535329127
M_unemployed_Long,50,M_25-34_Long_Crime,38,0.9991737819733859,1.0
M_unemployed_Long,50,M_25-34_Long_Thriller,33,0.9367136184064616,0.08887585044058065
M_unemployed_Long,50,M_35-44_Long_Comedy,36,0.9937471504743552,0.6523560200667963
M_unemployed_Long,50,M_35-44_Long_Drama,47,0.9382236962645066,0.1101978250051482
M_unemployed_Long,50,M_college-grad student_Long_Action,31,0.973551367045026,0.13345578529974714
M_unemployed_Long,50,M_college-grad student_Long_Comedy,39,0.9221617247016914,1.0
M_unemployed_Long,50,M_other_Long_Action,34,0.9852720496744326,0.3780368204360756
M_unemployed_Long,50,M_other_Long_Drama,38,0.9972092805954964,1.0
M_unemployed_Long,50,M_technician-engineer_Long_Comedy,49,0.9889186685090868,0.0562096678311914
M_unemployed_Long,50,M_technician-engineer_Long_Drama,41,0.9754534758417668,0.8092433498507495
M_unemployed_Long,50,18-24_college-grad student_Long_Comedy,33,0.9453983345420808,0.19452239535329127
M_unemployed_Long,50,25-34_other_Long_Action,33,0.8442426075635557,0.13345578529974714
M_unemployed_Long,50,25-34_other_Long_Children's,34,0.9750532401452432,0.3780368204360756
M_unemployed_Long,50,25-34_other_Long_Drama,34,0.9921984286236588,0.3780368204360756
M_unemployed_Long,50,25-34_technician-engineer_Long_Comedy,42,0.9878910467966722,0.8092433498507495
M_unemployed_Long,50,25-34_technician-engineer_Long_Drama,30,0.9656418010229524,0.08887585044058065
M_unemployed_Long,50,M_25-34_other_Long_Drama,30,0.9835588193006582,0.08887585044058065
M_unemployed_Long,50,M_25-34_technician-engineer_Long_Comedy,42,0.9878910467966722,0.8092433498507495
M_unemployed_Long,50,M_25-34_technician-engineer_Long_Drama,30,0.9656418010229524,0.08887585044058065
M_writer_Long,47,<18,55,7.020916920981594e-05,1.0
M_writer_Long,47,scientist,52,0.010434878712973742,0.4854704511038265
M_writer_Long,47,unemployed,50,0.00010830311157822794,0.0562096678311914
M_writer_Long,47,Animation,45,0.038752531091666494,0.06457911050812856
M_writer_Long,47,Romance,55,0.1443356504288547,0.05653027716740437
M_writer_Long,47,War,49,0.11612357308172565,0.6096819744278847
M_writer_Long,47,F_clerical-admin,54,2.1987155351791606e-05,0.4573905431688552
M_writer_Long,47,M_scientist,52,0.010434878712973742,0.4854704511038265
M_writer_Long,47,M_tradesman-craftsman,43,0.009393973008095479,0.2055814293112194
M_writer_Long,47,M_unemployed,50,0.00010830311157822794,0.0562096678311914
M_writer_Long,47,F_Sci-Fi,44,0.04734333776495269,0.2055814293112194
M_writer_Long,47,M_Romance,42,0.29637588640854945,0.11606580992241575
M_writer_Long,47,M_War,43,0.08277850695490206,0.2055814293112194
M_writer_Long,47,18-24_tradesman-craftsman,43,0.009393973008095479,0.2055814293112194
M_writer_Long,47,25-34_scientist,50,0.008133169754414908,1.0
M_writer_Long,47,<18_Long,55,7.020916920981594e-05,1.0
M_writer_Long,47,25-34_Crime,41,0.3606425318039913,0.06457911050812856
M_writer_Long,47,scientist_Long,52,0.010434878712973742,0.4854704511038265
M_writer_Long,47,unemployed_Long,50,0.00010830311157822794,0.0562096678311914
M_writer_Long,47,college-grad student_Comedy,47,0.0732517444080174,1.0
M_writer_Long,47,other_Drama,47,0.3394019945258422,1.0
M_writer_Long,47,Long_Animation,45,0.038752531091666494,0.06457911050812856
M_writer_Long,47,Long_Romance,55,0.1443356504288547,0.05653027716740437
M_writer_Long,47,Long_War,49,0.11612357308172565,0.6096819744278847
M_writer_Long,47,M_18-24_tradesman-craftsman,43,0.009393973008095479,0.2055814293112194
M_writer_Long,47,M_25-34_scientist,50,0.008133169754414908,1.0
M_writer_Long,47,F_clerical-admin_Long,54,2.1987155351791606e-05,0.4573905431688552
M_writer_Long,47,M_scientist_Long,52,0.010434878712973742,0.4854704511038265
M_writer_Long,47,M_tradesman-craftsman_Long,43,0.009393973008095479,0.2055814293112194
M_writer_Long,47,M_unemployed_Long,50,0.00010830311157822794,0.0562096678311914
M_writer_Long,47,F_Long_Sci-Fi,44,0.04734333776495269,0.2055814293112194
M_writer_Long,47,M_Long_Romance,42,0.29637588640854945,0.11606580992241575
M_writer_Long,47,M_Long_War,43,0.08277850695490206,0.2055814293112194
M_writer_Long,47,18-24_tradesman-craftsman_Long,43,0.009393973008095479,0.2055814293112194
M_writer_Long,47,25-34_scientist_Long,50,0.008133169754414908,1.0
M_writer_Long,47,25-34_Long_Crime,41,0.3606425318039913,0.06457911050812856
M_writer_Long,47,college-grad student_Long_Comedy,47,0.0732517444080174,1.0
M_writer_Long,47,other_Long_Drama,47,0.3394019945258422,1.0
M_writer_Long,47,M_18-24_tradesman-craftsman_Long,43,0.009393973008095479,0.2055814293112194
M_writer_Long,47,M_25-34_scientist_Long,50,0.008133169754414908,1.0
F_academic-educator_Drama,17,artist,17,0.0,1.0
F_academic-educator_Drama,17,M_K-12 student,24,0.029658943571655882,0.13603712811414426
F_academic-educator_Drama,17,F_Thriller,20,0.0630734250730507,1.0
F_academic-educator_Drama,17,M_Mystery,16,0.5490183525354062,0.39628278789936894
F_academic-educator_Drama,17,35-44_college-grad student,21,0.01609498324119239,0.7506787873918127
F_academic-educator_Drama,17,18-24_Musical,17,0.0,1.0
F_academic-educator_Drama,17,artist_Long,17,0.0,1.0
F_academic-educator_Drama,17,technician-engineer_Adventure,18,0.5344519477735781,0.09209091592891208
F_academic-educator_Drama,17,F_45-49_academic-educator,18,0.29013721017405397,0.2291018840650553
F_academic-educator_Drama,17,M_25-34_sales-marketing,17,0.0,1.0
F_academic-educator_Drama,17,M_35-44_college-grad student,21,0.01609498324119239,0.7506787873918127
F_academic-educator_Drama,17,M_<18_K-12 student,20,0.018884154847638186,0.740269278807606
F_academic-educator_Drama,17,F_25-34_Action,17,0.2616997493063095,0.39628278789936894
F_academic-educator_Drama,17,F_25-34_Adventure,17,0.6011424343094861,0.1771433240510749
F_academic-educator_Drama,17,M_18-24_Horror,17,0.0,1.0
F_academic-educator_Drama,17,M_25-34_Romance,18,0.5399353109614466,0.09209091592891208
F_academic-educator_Drama,17,M_25-34_Western,17,0.0,1.0
F_academic-educator_Drama,17,M_K-12 student_Long,24,0.029658943571655882,0.13603712811414426
F_academic-educator_Drama,17,M_college-grad student_Adventure,18,0.7242901898320727,0.09209091592891208
F_academic-educator_Drama,17,M_technician-engineer_Adventure,18,0.5344519477735781,0.09209091592891208
F_academic-educator_Drama,17,F_Long_Thriller,20,0.0630734250730507,1.0
F_academic-educator_Drama,17,M_Long_Mystery,16,0.5490183525354062,0.39628278789936894
F_academic-educator_Drama,17,35-44_college-grad student_Long,21,0.01609498324119239,0.7506787873918127
F_academic-educator_Drama,17,25-34_technician-engineer_Adventure,17,0.4899172406003953,0.1771433240510749
F_academic-educator_Drama,17,18-24_Long_Musical,17,0.0,1.0
F_academic-educator_Drama,17,technician-engineer_Long_Adventure,18,0.5344519477735781,0.09209091592891208
F_academic-educator_Drama,17,F_45-49_academic-educator_Long,18,0.29013721017405397,0.2291018840650553
F_academic-educator_Drama,17,M_25-34_sales-marketing_Long,17,0.0,1.0
F_academic-educator_Drama,17,M_35-44_college-grad student_Long,21,0.01609498324119239,0.7506787873918127
F_academic-educator_Drama,17,M_<18_K-12 student_Long,20,0.018884154847638186,0.740269278807606
F_academic-educator_Drama,17,M_25-34_technician-engineer_Adventure,17,0.4899172406003953,0.1771433240510749
F_academic-educator_Drama,17,F_25-34_Long_Action,17,0.2616997493063095,0.39628278789936894
F_academic-educator_Drama,17,F_25-34_Long_Adventure,17,0.6011424343094861,0.1771433240510749
F_academic-educator_Drama,17,M_18-24_Long_Horror,17,0.0,1.0
F_academic-educator_Drama,17,M_25-34_Long_Romance,18,0.5399353109614466,0.09209091592891208
F_academic-educator_Drama,17,M_25-34_Long_Western,17,0.0,1.0
F_academic-educator_Drama,17,M_college-grad student_Long_Adventure,18,0.7242901898320727,0.09209091592891208
F_academic-educator_Drama,17,M_technician-engineer_Long_Adventure,18,0.5344519477735781,0.09209091592891208
F_academic-educator_Drama,17,25-34_technician-engineer_Long_Adventure,17,0.4899172406003953,0.1771433240510749
F_academic-educator_Drama,17,M_25-34_technician-engineer_Long_Adventure,17,0.4899172406003953,0.1771433240510749
F_executive-managerial_Drama,18,Mystery,21,0.9049954415632202,0.1858767323658721
F_executive-managerial_Drama,18,M_K-12 student,24,0.14375365732148782,0.7508235188990009
F_executive-managerial_Drama,18,M_lawyer,18,0.5000000000000001,1.0
F_executive-managerial_Drama,18,F_Thriller,20,0.2407902850746464,0.4788122295116437
F_executive-managerial_Drama,18,M_Fantasy,22,0.8774740199642772,0.0992131489548828
F_executive-managerial_Drama,18,M_Mystery,16,0.8279244461509849,1.0
F_executive-managerial_Drama,18,25-34_unemployed,35,0.5036264337417417,0.1488138737217738
F_executive-managerial_Drama,18,35-44_college-grad student,21,0.08791854196877076,0.7326782613757068
F_executive-managerial_Drama,18,45-49_executive-managerial,18,1.0,1.0
F_executive-managerial_Drama,18,<18_K-12 student,28,0.1854028012191536,0.1525281243645572
F_executive-managerial_Drama,18,25-34_Western,18,0.5000000000000001,1.0
F_executive-managerial_Drama,18,college-grad student_Adventure,23,0.9762080793554078,0.05177900878716982
F_executive-managerial_Drama,18,technician-engineer_Adventure,18,0.8269332295770946,1.0
F_executive-managerial_Drama,18,Long_Mystery,21,0.9049954415632202,0.1858767323658721
F_executive-managerial_Drama,18,F_25-34_academic-educator,18,1.0,1.0
F_executive-managerial_Drama,18,F_25-34_clerical-admin,33,0.2402669868856179,0.3211747658847196
F_executive-managerial_Drama,18,F_35-44_academic-educator,18,1.0,1.0
F_executive-managerial_Drama,18,F_45-49_academic-educator,18,0.6159290345551294,1.0
F_executive-managerial_Drama,18,M_25-34_academic-educator,24,0.9981788576731784,0.07556056752594141
F_executive-managerial_Drama,18,M_25-34_programmer,18,1.0,1.0
F_executive-managerial_Drama,18,M_25-34_unemployed,35,0.5036264337417417,0.1488138737217738
F_executive-managerial_Drama,18,M_35-44_college-grad student,21,0.08791854196877076,0.7326782613757068
F_executive-managerial_Drama,18,M_45-49_executive-managerial,18,1.0,1.0
F_executive-managerial_Drama,18,M_<18_K-12 student,20,0.09873286009249936,0.7150006546880892
F_executive-managerial_Drama,18,F_25-34_Action,17,0.577463012013645,1.0
F_executive-managerial_Drama,18,F_25-34_Adventure,17,0.8633339771630316,1.0
F_executive-managerial_Drama,18,F_25-34_Children's,23,0.9533506653646984,0.05177900878716982
F_executive-managerial_Drama,18,F_25-34_Horror,18,0.5000000000000001,1.0
F_executive-managerial_Drama,18,M_25-34_Animation,18,1.0,1.0
F_executive-managerial_Drama,18,M_25-34_Romance,18,0.8304512420510934,1.0
F_executive-managerial_Drama,18,M_K-12 student_Long,24,0.14375365732148782,0.7508235188990009
F_executive-managerial_Drama,18,M_lawyer_Long,18,0.5000000000000001,1.0
F_executive-managerial_Drama,18,F_executive-managerial_Drama,18,0.5000000000000001,1.0
F_executive-managerial_Drama,18,M_academic-educator_Comedy,18,1.0,1.0
F_executive-managerial_Drama,18,M_college-grad student_Adventure,18,0.9262776952751268,1.0
F_executive-managerial_Drama,18,M_technician-engineer_Adventure,18,0.8269332295770946,1.0
F_executive-managerial_Drama,18,F_Long_Thriller,20,0.2407902850746464,0.4788122295116437
F_executive-managerial_Drama,18,M_Long_Fantasy,22,0.8774740199642772,0.0992131489548828
F_executive-managerial_Drama,18,M_Long_Mystery,16,0.8279244461509849,1.0
F_executive-managerial_Drama,18,25-34_unemployed_Long,35,0.5036264337417417,0.1488138737217738
F_executive-managerial_Drama,18,35-44_college-grad student_Long,21,0.08791854196877076,0.7326782613757068
F_executive-managerial_Drama,18,45-49_executive-managerial_Long,18,1.0,1.0
F_executive-managerial_Drama,18,<18_K-12 student_Long,28,0.1854028012191536,0.1525281243645572
F_executive-managerial_Drama,18,25-34_technician-engineer_Adventure,17,0.7923972568913299,1.0
F_executive-managerial_Drama,18,35-44_executive-managerial_Drama,18,1.0,1.0
F_executive-managerial_Drama,18,25-34_Long_Western,18,0.5000000000000001,1.0
F_executive-managerial_Drama,18,college-grad student_Long_Adventure,23,0.9762080793554078,0.05177900878716982
F_executive-managerial_Drama,18,technician-engineer_Long_Adventure,18,0.8269332295770946,1.0
F_executive-managerial_Drama,18,F_25-34_academic-educator_Long,18,1.0,1.0
F_executive-managerial_Drama,18,F_25-34_clerical-admin_Long,33,0.2402669868856179,0.3211747658847196
F_executive-managerial_Drama,18,F_35-44_academic-educator_Long,18,1.0,1.0
F_executive-managerial_Drama,18,F_45-49_academic-educator_Long,18,0.6159290345551294,1.0
F_executive-managerial_Drama,18,M_25-34_academic-educator_Long,24,0.9981788576731784,0.07556056752594141
F_executive-managerial_Drama,18,M_25-34_programmer_Long,18,1.0,1.0
F_executive-managerial_Drama,18,M_25-34_unemployed_Long,35,0.5036264337417417,0.1488138737217738
F_executive-managerial_Drama,18,M_35-44_college-grad student_Long,21,0.08791854196877076,0.7326782613757068
F_executive-managerial_Drama,18,M_45-49_executive-managerial_Long,18,1.0,1.0
F_executive-managerial_Drama,18,M_<18_K-12 student_Long,20,0.09873286009249936,0.7150006546880892
